jogador_slug,temporada,ritmo,forca,folego,salto,agilidade,passe,drible,cruzamento,frieza,finalizacao,cabeceio,falta,penalti,desarme,marcacao,gol_reflexo,gol_posicionamento,gol_manejo,potencial_base,potencial_variacao,fonte_atributo,coletado_em
ricardo-duarte-albuquerque,2026,79,84,69,78,84,76,74,69,82,82,79,79,80,57,62,33,45,44,76,4,IMPORTADO,2026-01-15T10:00:00Z
marcelo-marinho-nogueira,2025,68,78,61,79,75,71,71,57,69,77,77,74,75,50,58,40,41,39,84,7,IMPORTADO,2025-01-15T10:00:00Z
marcelo-marinho-nogueira,2026,70,80,63,81,77,73,73,59,71,79,79,76,77,52,60,42,43,41,84,7,IMPORTADO,2026-01-15T10:00:00Z
alisson-vasconcelos-albuquerque,2025,49,79,71,70,84,70,55,50,78,53,60,58,63,50,60,80,86,82,84,5,IMPORTADO,2025-01-15T10:00:00Z
alisson-vasconcelos-albuquerque,2026,49,79,71,70,84,70,55,50,78,53,60,58,63,50,60,80,86,82,84,5,IMPORTADO,2026-01-15T10:00:00Z
emerson-queiroz-fonseca,2025,57,74,58,70,78,60,49,48,69,46,52,62,58,50,55,77,78,82,77,8,IMPORTADO,2025-01-15T10:00:00Z
emerson-queiroz-fonseca,2026,55,72,56,68,76,58,47,46,67,44,50,60,56,48,53,75,76,80,77,8,IMPORTADO,2026-01-15T10:00:00Z
igor-macedo-xavier,2025,62,73,62,74,70,54,57,52,64,49,61,68,71,55,50,89,93,87,91,2,IMPORTADO,2025-01-15T10:00:00Z
igor-macedo-xavier,2026,62,73,62,74,70,54,57,52,64,49,61,68,71,55,50,89,93,87,91,2,IMPORTADO,2026-01-15T10:00:00Z
rodrigo-furtado-cunha,2025,68,78,65,77,66,70,51,53,73,58,86,61,70,89,78,43,30,41,69,2,IMPORTADO,2025-01-15T10:00:00Z
rodrigo-furtado-cunha,2026,68,78,65,77,66,70,51,53,73,58,86,61,70,89,78,43,30,41,69,2,IMPORTADO,2026-01-15T10:00:00Z
italo-albuquerque-ramalho,2025,65,74,68,81,61,70,55,63,60,55,77,60,54,76,71,37,41,35,64,8,IMPORTADO,2025-01-15T10:00:00Z
italo-albuquerque-ramalho,2026,63,72,66,79,59,68,53,61,58,53,75,58,52,74,69,35,39,33,64,8,IMPORTADO,2026-01-15T10:00:00Z
anderson-lacerda-braga,2025,67,76,65,74,65,69,57,66,79,54,83,68,69,88,79,36,32,45,68,4,IMPORTADO,2025-01-15T10:00:00Z
anderson-lacerda-braga,2026,65,74,63,72,63,67,55,64,77,52,81,66,67,86,77,34,30,43,68,4,IMPORTADO,2026-01-15T10:00:00Z
danilo-medeiros-peixoto,2025,65,78,61,70,62,69,51,56,67,42,84,61,53,79,84,37,31,23,77,7,IMPORTADO,2025-01-15T10:00:00Z
danilo-medeiros-peixoto,2026,67,80,63,72,64,71,53,58,69,44,86,63,55,81,86,39,33,25,77,7,IMPORTADO,2026-01-15T10:00:00Z
bruno-valadares-siqueira,2025,77,63,79,65,82,70,80,81,71,62,59,76,60,80,81,31,37,40,77,8,IMPORTADO,2025-01-15T10:00:00Z
bruno-valadares-siqueira,2026,77,63,79,65,82,70,80,81,71,62,59,76,60,80,81,31,37,40,77,8,IMPORTADO,2026-01-15T10:00:00Z
mateus-cunha-siqueira,2025,73,71,79,67,68,82,82,84,70,55,65,66,72,81,66,32,29,40,70,3,IMPORTADO,2025-01-15T10:00:00Z
mateus-cunha-siqueira,2026,71,69,77,65,66,80,80,82,68,53,63,64,70,79,64,30,27,38,70,3,IMPORTADO,2026-01-15T10:00:00Z
thiago-sampaio-bezerra,2025,80,72,73,64,83,72,70,88,77,66,71,74,60,78,71,42,32,35,81,8,IMPORTADO,2025-01-15T10:00:00Z
thiago-sampaio-bezerra,2026,82,74,75,66,85,74,72,90,79,68,73,76,62,80,73,44,34,37,81,8,IMPORTADO,2026-01-15T10:00:00Z
wesley-vasconcelos-azevedo,2025,74,71,88,69,70,76,80,82,75,69,67,62,60,68,76,45,30,37,72,8,IMPORTADO,2025-01-15T10:00:00Z
wesley-vasconcelos-azevedo,2026,74,71,88,69,70,76,80,82,75,69,67,62,60,68,76,45,30,37,72,8,IMPORTADO,2026-01-15T10:00:00Z
nathan-xavier-furtado,2025,75,68,70,71,75,77,64,60,82,70,73,64,64,77,78,36,29,33,79,8,IMPORTADO,2025-01-15T10:00:00Z
nathan-xavier-furtado,2026,77,70,72,73,77,79,66,62,84,72,75,66,66,79,80,38,31,35,79,8,IMPORTADO,2026-01-15T10:00:00Z
renan-braga-rezende,2025,73,77,71,69,67,69,61,64,76,54,66,77,62,86,76,32,38,36,70,6,IMPORTADO,2025-01-15T10:00:00Z
renan-braga-rezende,2026,73,77,71,69,67,69,61,64,76,54,66,77,62,86,76,32,38,36,70,6,IMPORTADO,2026-01-15T10:00:00Z
nathan-xavier-nogueira,2025,66,68,78,67,72,78,73,64,79,56,72,77,64,73,77,44,37,36,70,8,IMPORTADO,2025-01-15T10:00:00Z
nathan-xavier-nogueira,2026,66,68,78,67,72,78,73,64,79,56,72,77,64,73,77,44,37,36,70,8,IMPORTADO,2026-01-15T10:00:00Z
emerson-bezerra-vasconcelos,2025,68,73,83,69,75,90,73,71,75,70,62,80,80,66,65,41,34,40,73,3,IMPORTADO,2025-01-15T10:00:00Z
emerson-bezerra-vasconcelos,2026,68,73,83,69,75,90,73,71,75,70,62,80,80,66,65,41,34,40,73,3,IMPORTADO,2026-01-15T10:00:00Z
thiago-leite-correia,2025,73,62,76,67,76,82,66,76,74,67,53,76,63,58,67,28,37,41,67,4,IMPORTADO,2025-01-15T10:00:00Z
thiago-leite-correia,2026,71,60,74,65,74,80,64,74,72,65,51,74,61,56,65,26,35,39,67,4,IMPORTADO,2026-01-15T10:00:00Z
kleber-lacerda-leite,2025,68,58,62,68,76,80,70,73,79,69,56,68,74,60,61,24,36,29,80,6,IMPORTADO,2025-01-15T10:00:00Z
kleber-lacerda-leite,2026,70,60,64,70,78,82,72,75,81,71,58,70,76,62,63,26,38,31,80,6,IMPORTADO,2026-01-15T10:00:00Z
henrique-leite-medeiros,2025,68,59,75,65,67,78,70,70,78,76,62,73,74,56,57,23,33,23,80,4,IMPORTADO,2025-01-15T10:00:00Z
henrique-leite-medeiros,2026,70,61,77,67,69,80,72,72,80,78,64,75,76,58,59,25,35,25,80,4,IMPORTADO,2026-01-15T10:00:00Z
marcelo-duarte-aragao,2025,68,54,74,62,80,70,74,69,75,75,59,63,65,60,49,30,39,34,80,2,IMPORTADO,2025-01-15T10:00:00Z
marcelo-duarte-aragao,2026,70,56,76,64,82,72,76,71,77,77,61,65,67,62,51,32,41,36,80,2,IMPORTADO,2026-01-15T10:00:00Z
bruno-fonseca-marinho,2025,71,65,72,65,76,64,81,82,61,71,57,64,69,49,58,23,30,35,80,3,IMPORTADO,2025-01-15T10:00:00Z
bruno-fonseca-marinho,2026,73,67,74,67,78,66,83,84,63,73,59,66,71,51,60,25,32,37,80,3,IMPORTADO,2026-01-15T10:00:00Z
emerson-cardoso-aragao,2025,82,71,74,82,74,72,82,56,74,83,73,78,81,64,61,37,35,32,74,8,IMPORTADO,2025-01-15T10:00:00Z
emerson-cardoso-aragao,2026,82,71,74,82,74,72,82,56,74,83,73,78,81,64,61,37,35,32,74,8,IMPORTADO,2026-01-15T10:00:00Z
nathan-freitas-lacerda,2025,68,66,61,64,78,69,70,65,76,75,68,74,82,59,46,32,29,34,66,2,IMPORTADO,2025-01-15T10:00:00Z
nathan-freitas-lacerda,2026,66,64,59,62,76,67,68,63,74,73,66,72,80,57,44,30,27,32,66,2,IMPORTADO,2026-01-15T10:00:00Z
eduardo-marinho-duarte,2025,44,68,58,60,67,49,52,52,71,41,46,54,64,52,45,75,81,71,90,4,IMPORTADO,2025-01-15T10:00:00Z
eduardo-marinho-duarte,2026,46,70,60,62,69,51,54,54,73,43,48,56,66,54,47,77,83,73,90,4,IMPORTADO,2026-01-15T10:00:00Z
kleber-azevedo-sampaio,2025,55,68,60,67,74,58,55,50,73,45,50,64,59,42,58,83,87,83,84,3,IMPORTADO,2025-01-15T10:00:00Z
kleber-azevedo-sampaio,2026,55,68,60,67,74,58,55,50,73,45,50,64,59,42,58,83,87,83,84,3,IMPORTADO,2026-01-15T10:00:00Z
adriano-tavares-siqueira,2025,48,67,57,72,76,51,52,47,72,42,48,62,64,42,54,84,76,76,76,7,IMPORTADO,2025-01-15T10:00:00Z
adriano-tavares-siqueira,2026,46,65,55,70,74,49,50,45,70,40,46,60,62,40,52,82,74,74,76,7,IMPORTADO,2026-01-15T10:00:00Z
bruno-meireles-xavier,2025,67,85,67,76,70,73,54,54,64,53,82,67,69,84,84,32,30,31,78,6,IMPORTADO,2025-01-15T10:00:00Z
bruno-meireles-xavier,2026,69,87,69,78,72,75,56,56,66,55,84,69,71,86,86,34,32,33,78,6,IMPORTADO,2026-01-15T10:00:00Z
fabricio-esteves-dantas,2025,67,81,65,77,69,76,49,62,65,54,81,62,56,80,73,34,30,29,77,6,IMPORTADO,2025-01-15T10:00:00Z
fabricio-esteves-dantas,2026,69,83,67,79,71,78,51,64,67,56,83,64,58,82,75,36,32,31,77,6,IMPORTADO,2026-01-15T10:00:00Z
thiago-xavier-macedo,2025,63,74,64,73,73,72,61,59,77,53,78,60,57,87,75,31,30,32,77,3,IMPORTADO,2025-01-15T10:00:00Z
thiago-xavier-macedo,2026,65,76,66,75,75,74,63,61,79,55,80,62,59,89,77,33,32,34,77,3,IMPORTADO,2026-01-15T10:00:00Z
gustavo-guimaraes-siqueira,2025,65,66,71,78,70,60,53,47,61,42,77,50,51,81,78,34,29,33,61,6,IMPORTADO,2025-01-15T10:00:00Z
gustavo-guimaraes-siqueira,2026,63,64,69,76,68,58,51,45,59,40,75,48,49,79,76,32,27,31,61,6,IMPORTADO,2026-01-15T10:00:00Z
italo-aragao-pontes,2025,81,67,82,73,73,69,72,74,70,57,63,72,71,77,76,31,37,35,69,4,IMPORTADO,2025-01-15T10:00:00Z
italo-aragao-pontes,2026,79,65,80,71,71,67,70,72,68,55,61,70,69,75,74,29,35,33,69,4,IMPORTADO,2026-01-15T10:00:00Z
gabriel-braga-lacerda,2025,68,58,71,59,75,69,69,67,68,50,59,56,63,66,71,33,31,36,78,5,IMPORTADO,2025-01-15T10:00:00Z
gabriel-braga-lacerda,2026,70,60,73,61,77,71,71,69,70,52,61,58,65,68,73,35,33,38,78,5,IMPORTADO,2026-01-15T10:00:00Z
bruno-farias-cardoso,2025,67,65,66,60,64,60,62,66,70,58,57,62,64,64,69,25,32,39,61,8,IMPORTADO,2025-01-15T10:00:00Z
bruno-farias-cardoso,2026,65,63,64,58,62,58,60,64,68,56,55,60,62,62,67,23,30,37,61,8,IMPORTADO,2026-01-15T10:00:00Z
bruno-magalhaes-albuquerque,2025,70,75,72,69,76,80,66,70,76,52,60,71,59,66,75,35,43,29,74,3,IMPORTADO,2025-01-15T10:00:00Z
bruno-magalhaes-albuquerque,2026,70,75,72,69,76,80,66,70,76,52,60,71,59,66,75,35,43,29,74,3,IMPORTADO,2026-01-15T10:00:00Z
henrique-marinho-andrade,2025,72,76,71,78,77,80,74,67,77,64,76,65,69,83,77,33,31,43,71,7,IMPORTADO,2025-01-15T10:00:00Z
henrique-marinho-andrade,2026,70,74,69,76,75,78,72,65,75,62,74,63,67,81,75,31,29,41,71,7,IMPORTADO,2026-01-15T10:00:00Z
emerson-vasconcelos-ramalho,2025,64,67,75,74,74,73,72,61,69,52,71,78,71,71,80,40,39,28,78,8,IMPORTADO,2025-01-15T10:00:00Z
emerson-vasconcelos-ramalho,2026,66,69,77,76,76,75,74,63,71,54,73,80,73,73,82,42,41,30,78,8,IMPORTADO,2026-01-15T10:00:00Z
adriano-tavares-azevedo,2025,61,72,70,66,68,77,68,65,65,57,66,64,69,71,71,39,29,30,72,3,IMPORTADO,2025-01-15T10:00:00Z
adriano-tavares-azevedo,2026,61,72,70,66,68,77,68,65,65,57,66,64,69,71,71,39,29,30,72,3,IMPORTADO,2026-01-15T10:00:00Z
ricardo-albuquerque-pacheco,2025,68,59,78,61,69,80,76,62,68,64,59,73,72,68,57,36,33,35,65,4,IMPORTADO,2025-01-15T10:00:00Z
ricardo-albuquerque-pacheco,2026,66,57,76,59,67,78,74,60,66,62,57,71,70,66,55,34,31,33,65,4,IMPORTADO,2026-01-15T10:00:00Z
anderson-dantas-duarte,2025,69,61,81,69,79,88,77,82,77,60,66,81,66,71,60,30,37,39,70,2,IMPORTADO,2025-01-15T10:00:00Z
anderson-dantas-duarte,2026,67,59,79,67,77,86,75,80,75,58,64,79,64,69,58,28,35,37,70,2,IMPORTADO,2026-01-15T10:00:00Z
felipe-rabelo-marinho,2025,71,68,64,68,76,81,80,79,71,68,56,79,78,61,62,42,41,43,78,7,IMPORTADO,2025-01-15T10:00:00Z
felipe-rabelo-marinho,2026,73,70,66,70,78,83,82,81,73,70,58,81,80,63,64,44,43,45,78,7,IMPORTADO,2026-01-15T10:00:00Z
murilo-esteves-meireles,2025,63,52,70,58,67,70,80,66,66,71,56,62,66,54,57,36,30,26,78,7,IMPORTADO,2025-01-15T10:00:00Z
murilo-esteves-meireles,2026,65,54,72,60,69,72,82,68,68,73,58,64,68,56,59,38,32,28,78,7,IMPORTADO,2026-01-15T10:00:00Z
italo-leite-marinho,2025,85,72,69,67,68,68,75,74,76,77,63,70,78,53,63,27,29,36,70,7,IMPORTADO,2025-01-15T10:00:00Z
italo-leite-marinho,2026,85,72,69,67,68,68,75,74,76,77,63,70,78,53,63,27,29,36,70,7,IMPORTADO,2026-01-15T10:00:00Z
rodrigo-duarte-nogueira,2025,77,69,77,65,75,70,84,78,75,65,64,72,74,63,53,37,27,38,70,3,IMPORTADO,2025-01-15T10:00:00Z
rodrigo-duarte-nogueira,2026,77,69,77,65,75,70,84,78,75,65,64,72,74,63,53,37,27,38,70,3,IMPORTADO,2026-01-15T10:00:00Z
henrique-dantas-ramalho,2025,67,70,64,74,64,69,70,63,74,90,86,68,80,57,55,29,27,30,68,3,IMPORTADO,2025-01-15T10:00:00Z
henrique-dantas-ramalho,2026,65,68,62,72,62,67,68,61,72,88,84,66,78,55,53,27,25,28,68,3,IMPORTADO,2026-01-15T10:00:00Z
thiago-pacheco-esteves,2025,67,73,69,82,64,60,69,58,83,88,83,65,80,50,47,42,30,40,79,6,IMPORTADO,2025-01-15T10:00:00Z
thiago-pacheco-esteves,2026,69,75,71,84,66,62,71,60,85,90,85,67,82,52,49,44,32,42,79,6,IMPORTADO,2026-01-15T10:00:00Z
rafael-nogueira-meireles,2025,46,67,57,59,72,53,41,43,57,36,47,53,49,50,37,74,84,73,75,5,IMPORTADO,2025-01-15T10:00:00Z
rafael-nogueira-meireles,2026,44,65,55,57,70,51,39,41,55,34,45,51,47,48,35,72,82,71,75,5,IMPORTADO,2026-01-15T10:00:00Z
yuri-correia-valadares,2025,55,61,63,75,72,62,50,47,70,36,56,63,68,54,40,85,80,86,92,4,IMPORTADO,2025-01-15T10:00:00Z
yuri-correia-valadares,2026,57,63,65,77,74,64,52,49,72,38,58,65,70,56,42,87,82,88,92,4,IMPORTADO,2026-01-15T10:00:00Z
adriano-moraes-xavier,2025,48,57,64,63,73,60,49,52,61,43,41,58,56,45,45,81,71,83,76,4,IMPORTADO,2025-01-15T10:00:00Z
adriano-moraes-xavier,2026,46,55,62,61,71,58,47,50,59,41,39,56,54,43,43,79,69,81,76,4,IMPORTADO,2026-01-15T10:00:00Z
mateus-aragao-lacerda,2025,61,68,70,80,57,66,60,59,70,54,80,67,55,79,84,33,25,39,71,4,IMPORTADO,2025-01-15T10:00:00Z
mateus-aragao-lacerda,2026,61,68,70,80,57,66,60,59,70,54,80,67,55,79,84,33,25,39,71,4,IMPORTADO,2026-01-15T10:00:00Z
otavio-queiroz-braga,2025,56,80,56,73,62,56,51,51,67,48,73,58,62,77,82,30,25,35,61,6,IMPORTADO,2025-01-15T10:00:00Z
otavio-queiroz-braga,2026,54,78,54,71,60,54,49,49,65,46,71,56,60,75,80,28,23,33,61,6,IMPORTADO,2026-01-15T10:00:00Z
wallace-marinho-siqueira,2025,61,73,71,71,63,62,49,62,62,44,78,54,60,79,85,28,37,25,75,4,IMPORTADO,2025-01-15T10:00:00Z
wallace-marinho-siqueira,2026,63,75,73,73,65,64,51,64,64,46,80,56,62,81,87,30,39,27,75,4,IMPORTADO,2026-01-15T10:00:00Z
eduardo-esteves-dantas,2025,52,65,71,76,68,65,52,55,59,39,72,60,52,74,67,30,32,37,59,2,IMPORTADO,2025-01-15T10:00:00Z
eduardo-esteves-dantas,2026,50,63,69,74,66,63,50,53,57,37,70,58,50,72,65,28,30,35,59,2,IMPORTADO,2026-01-15T10:00:00Z
eduardo-macedo-duarte,2025,78,66,68,75,75,71,77,80,61,64,70,68,62,71,73,40,35,36,72,3,IMPORTADO,2025-01-15T10:00:00Z
eduardo-macedo-duarte,2026,78,66,68,75,75,71,77,80,61,64,70,68,62,71,73,40,35,36,72,3,IMPORTADO,2026-01-15T10:00:00Z
fabricio-ramalho-nogueira,2025,64,65,75,57,74,61,64,67,59,57,52,56,62,65,70,29,34,21,75,3,IMPORTADO,2025-01-15T10:00:00Z
fabricio-ramalho-nogueira,2026,66,67,77,59,76,63,66,69,61,59,54,58,64,67,72,31,36,23,75,3,IMPORTADO,2026-01-15T10:00:00Z
yuri-ramalho-rabelo,2025,84,70,68,68,76,68,62,80,69,59,67,64,59,71,75,38,25,41,67,4,IMPORTADO,2025-01-15T10:00:00Z
yuri-ramalho-rabelo,2026,82,68,66,66,74,66,60,78,67,57,65,62,57,69,73,36,23,39,67,4,IMPORTADO,2026-01-15T10:00:00Z
marcelo-correia-fonseca,2025,70,68,71,76,67,66,72,83,66,60,68,64,56,69,71,36,32,34,73,3,IMPORTADO,2025-01-15T10:00:00Z
marcelo-correia-fonseca,2026,70,68,71,76,67,66,72,83,66,60,68,64,56,69,71,36,32,34,73,3,IMPORTADO,2026-01-15T10:00:00Z
vinicius-valadares-duarte,2025,60,80,72,73,71,73,61,59,65,53,63,72,64,74,68,31,25,33,70,8,IMPORTADO,2025-01-15T10:00:00Z
vinicius-valadares-duarte,2026,60,80,72,73,71,73,61,59,65,53,63,72,64,74,68,31,25,33,70,8,IMPORTADO,2026-01-15T10:00:00Z
adriano-pontes-siqueira,2025,58,65,78,72,60,78,60,62,72,63,66,70,66,82,72,27,28,32,69,4,IMPORTADO,2025-01-15T10:00:00Z
adriano-pontes-siqueira,2026,58,65,78,72,60,78,60,62,72,63,66,70,66,82,72,27,28,32,69,4,IMPORTADO,2026-01-15T10:00:00Z
emerson-siqueira-ramalho,2025,69,79,77,60,70,68,57,57,69,61,74,76,56,75,74,26,27,39,66,3,IMPORTADO,2025-01-15T10:00:00Z
emerson-siqueira-ramalho,2026,67,77,75,58,68,66,55,55,67,59,72,74,54,73,72,24,25,37,66,3,IMPORTADO,2026-01-15T10:00:00Z
fabricio-tavares-rezende,2025,54,67,58,62,58,80,61,67,75,49,59,70,63,50,57,24,23,24,76,5,IMPORTADO,2025-01-15T10:00:00Z
fabricio-tavares-rezende,2026,56,69,60,64,60,82,63,69,77,51,61,72,65,52,59,26,25,26,76,5,IMPORTADO,2026-01-15T10:00:00Z
leandro-marinho-correia,2025,63,58,74,58,66,68,73,64,62,53,56,62,57,60,55,33,33,30,75,8,IMPORTADO,2025-01-15T10:00:00Z
leandro-marinho-correia,2026,65,60,76,60,68,70,75,66,64,55,58,64,59,62,57,35,35,32,75,8,IMPORTADO,2026-01-15T10:00:00Z
adriano-siqueira-cavalcanti,2025,68,62,62,68,71,79,84,75,83,64,59,77,78,49,56,38,36,36,67,7,IMPORTADO,2025-01-15T10:00:00Z
adriano-siqueira-cavalcanti,2026,66,60,60,66,69,77,82,73,81,62,57,75,76,47,54,36,34,34,67,7,IMPORTADO,2026-01-15T10:00:00Z
kleber-moraes-correia,2025,66,58,69,64,73,70,72,79,69,72,57,82,76,54,50,34,40,34,77,4,IMPORTADO,2025-01-15T10:00:00Z
kleber-moraes-correia,2026,68,60,71,66,75,72,74,81,71,74,59,84,78,56,52,36,42,36,77,4,IMPORTADO,2026-01-15T10:00:00Z
eduardo-valadares-ramalho,2025,81,57,65,62,63,73,70,76,70,65,50,72,66,54,53,27,32,30,63,5,IMPORTADO,2025-01-15T10:00:00Z
eduardo-valadares-ramalho,2026,79,55,63,60,61,71,68,74,68,63,48,70,64,52,51,25,30,28,63,5,IMPORTADO,2026-01-15T10:00:00Z
rodrigo-pacheco-rabelo,2025,79,68,65,71,73,76,75,80,65,68,65,62,68,49,61,37,25,33,79,3,IMPORTADO,2025-01-15T10:00:00Z
rodrigo-pacheco-rabelo,2026,81,70,67,73,75,78,77,82,67,70,67,64,70,51,63,39,27,35,79,3,IMPORTADO,2026-01-15T10:00:00Z
douglas-cunha-leite,2025,70,78,76,64,70,66,67,55,74,85,71,65,68,52,51,26,26,41,70,4,IMPORTADO,2025-01-15T10:00:00Z
douglas-cunha-leite,2026,70,78,76,64,70,66,67,55,74,85,71,65,68,52,51,26,26,41,70,4,IMPORTADO,2026-01-15T10:00:00Z
fabricio-medeiros-rezende,2025,62,64,61,75,73,61,73,56,78,74,76,66,66,43,45,22,31,27,62,8,IMPORTADO,2025-01-15T10:00:00Z
fabricio-medeiros-rezende,2026,60,62,59,73,71,59,71,54,76,72,74,64,64,41,43,20,29,25,62,8,IMPORTADO,2026-01-15T10:00:00Z
italo-tavares-andrade,2025,48,62,68,73,77,63,44,51,65,41,52,59,51,41,54,82,76,75,77,2,IMPORTADO,2025-01-15T10:00:00Z
italo-tavares-andrade,2026,48,62,68,73,77,63,44,51,65,41,52,59,51,41,54,82,76,75,77,2,IMPORTADO,2026-01-15T10:00:00Z
gabriel-queiroz-esteves,2025,44,74,61,67,63,54,44,46,64,49,52,54,58,38,42,82,85,81,90,2,IMPORTADO,2025-01-15T10:00:00Z
gabriel-queiroz-esteves,2026,46,76,63,69,65,56,46,48,66,51,54,56,60,40,44,84,87,83,90,2,IMPORTADO,2026-01-15T10:00:00Z
otavio-furtado-medeiros,2025,50,63,61,71,71,54,52,48,64,42,50,49,52,39,46,77,77,72,86,4,IMPORTADO,2025-01-15T10:00:00Z
otavio-furtado-medeiros,2026,52,65,63,73,73,56,54,50,66,44,52,51,54,41,48,79,79,74,86,4,IMPORTADO,2026-01-15T10:00:00Z
gustavo-cavalcanti-braga,2025,57,71,69,65,56,74,59,46,68,44,81,55,58,74,83,32,25,30,62,7,IMPORTADO,2025-01-15T10:00:00Z
gustavo-cavalcanti-braga,2026,55,69,67,63,54,72,57,44,66,42,79,53,56,72,81,30,23,28,62,7,IMPORTADO,2026-01-15T10:00:00Z
thiago-lacerda-azevedo,2025,56,73,68,61,64,53,40,47,60,35,71,51,60,65,69,20,20,20,71,4,IMPORTADO,2025-01-15T10:00:00Z
thiago-lacerda-azevedo,2026,58,75,70,63,66,55,42,49,62,37,73,53,62,67,71,22,22,22,71,4,IMPORTADO,2026-01-15T10:00:00Z
caio-valadares-queiroz,2025,66,77,65,71,55,71,48,61,65,48,75,59,54,77,73,35,38,28,74,6,IMPORTADO,2025-01-15T10:00:00Z
caio-valadares-queiroz,2026,68,79,67,73,57,73,50,63,67,50,77,61,56,79,75,37,40,30,74,6,IMPORTADO,2026-01-15T10:00:00Z
ricardo-leite-guimaraes,2025,61,68,66,65,65,73,45,47,59,48,76,62,55,75,81,34,26,37,67,7,IMPORTADO,2025-01-15T10:00:00Z
ricardo-leite-guimaraes,2026,61,68,66,65,65,73,45,47,59,48,76,62,55,75,81,34,26,37,67,7,IMPORTADO,2026-01-15T10:00:00Z
lucas-guimaraes-medeiros,2025,79,63,79,67,63,70,74,77,69,60,55,59,66,74,62,34,38,38,67,3,IMPORTADO,2025-01-15T10:00:00Z
lucas-guimaraes-medeiros,2026,79,63,79,67,63,70,74,77,69,60,55,59,66,74,62,34,38,38,67,3,IMPORTADO,2026-01-15T10:00:00Z
anderson-guimaraes-moraes,2025,64,66,72,63,60,57,68,74,50,54,53,55,62,67,64,28,32,33,73,2,IMPORTADO,2025-01-15T10:00:00Z
anderson-guimaraes-moraes,2026,66,68,74,65,62,59,70,76,52,56,55,57,64,69,66,30,34,35,73,2,IMPORTADO,2026-01-15T10:00:00Z
alisson-braga-vasconcelos,2025,75,65,75,57,58,62,72,68,61,45,51,59,51,68,61,33,32,29,59,7,IMPORTADO,2025-01-15T10:00:00Z
alisson-braga-vasconcelos,2026,73,63,73,55,56,60,70,66,59,43,49,57,49,66,59,31,30,27,59,7,IMPORTADO,2026-01-15T10:00:00Z
rafael-medeiros-queiroz,2025,79,67,77,61,78,74,69,74,61,61,66,65,60,64,72,36,33,39,68,4,IMPORTADO,2025-01-15T10:00:00Z
rafael-medeiros-queiroz,2026,79,67,77,61,78,74,69,74,61,61,66,65,60,64,72,36,33,39,68,4,IMPORTADO,2026-01-15T10:00:00Z
yuri-xavier-leite,2025,63,68,70,60,54,64,61,53,61,58,70,61,51,75,67,25,35,20,60,8,IMPORTADO,2025-01-15T10:00:00Z
yuri-xavier-leite,2026,61,66,68,58,52,62,59,51,59,56,68,59,49,73,65,23,33,20,60,8,IMPORTADO,2026-01-15T10:00:00Z
ricardo-leite-rezende,2025,56,62,62,61,56,57,61,53,58,50,63,59,58,62,74,22,25,26,71,2,IMPORTADO,2025-01-15T10:00:00Z
ricardo-leite-rezende,2026,58,64,64,63,58,59,63,55,60,52,65,61,60,64,76,24,27,28,71,2,IMPORTADO,2026-01-15T10:00:00Z
patrick-freitas-aragao,2025,58,75,72,71,72,69,54,68,60,60,60,63,56,73,81,30,27,32,71,8,IMPORTADO,2025-01-15T10:00:00Z
patrick-freitas-aragao,2026,58,75,72,71,72,69,54,68,60,60,60,63,56,73,81,30,27,32,71,8,IMPORTADO,2026-01-15T10:00:00Z
fabricio-guimaraes-andrade,2025,68,59,65,62,72,83,79,75,70,66,62,80,60,62,60,34,39,37,68,3,IMPORTADO,2025-01-15T10:00:00Z
fabricio-guimaraes-andrade,2026,68,59,65,62,72,83,79,75,70,66,62,80,60,62,60,34,39,37,68,3,IMPORTADO,2026-01-15T10:00:00Z
kleber-vasconcelos-cardoso,2025,64,56,67,67,75,75,65,68,71,65,50,69,67,61,62,33,32,39,69,2,IMPORTADO,2025-01-15T10:00:00Z
kleber-vasconcelos-cardoso,2026,64,56,67,67,75,75,65,68,71,65,50,69,67,61,62,33,32,39,69,2,IMPORTADO,2026-01-15T10:00:00Z
samuel-ramalho-correia,2025,73,54,62,66,80,66,66,78,82,72,58,78,77,61,49,28,38,24,77,3,IMPORTADO,2025-01-15T10:00:00Z
samuel-ramalho-correia,2026,75,56,64,68,82,68,68,80,84,74,60,80,79,63,51,30,40,26,77,3,IMPORTADO,2026-01-15T10:00:00Z
patrick-vasconcelos-azevedo,2025,63,67,73,60,70,70,82,72,72,63,64,76,75,47,55,30,24,32,70,7,IMPORTADO,2025-01-15T10:00:00Z
patrick-vasconcelos-azevedo,2026,63,67,73,60,70,70,82,72,72,63,64,76,75,47,55,30,24,32,70,7,IMPORTADO,2026-01-15T10:00:00Z
rafael-fonseca-farias,2025,75,56,74,63,66,65,82,73,62,67,68,73,71,48,53,32,26,35,66,3,IMPORTADO,2025-01-15T10:00:00Z
rafael-fonseca-farias,2026,75,56,74,63,66,65,82,73,62,67,68,73,71,48,53,32,26,35,66,3,IMPORTADO,2026-01-15T10:00:00Z
eduardo-ramalho-peixoto,2025,75,61,71,51,73,54,67,64,55,69,47,52,57,43,52,20,20,25,74,3,IMPORTADO,2025-01-15T10:00:00Z
eduardo-ramalho-peixoto,2026,77,63,73,53,75,56,69,66,57,71,49,54,59,45,54,22,22,27,74,3,IMPORTADO,2026-01-15T10:00:00Z
